INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (1,'Alice da Silva','86739605','78057358035','F','1997-9-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (794,'Pedro Dantas','36757065','36654611419','M','1980-2-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (795,'Pedro Cavalcante','83864670','17154633904','M','1999-6-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (796,'Pedro da Rocha','833308','74366396610','M','1997-5-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (797,'Pedro de Assis','93752560','96203202364','M','1979-6-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (798,'Pedro Braga','22778325','2239920541','M','1983-6-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (799,'Pedro Cruz','17886585','62624864809','M','1975-11-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (800,'Pedro Siqueira','7918438','56327991558','M','1995-4-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (801,'Isabella da Silva','14359877','31515417256','F','1991-8-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (802,'Isabella dos Santos','89238336','46741303047','F','1981-1-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (803,'Isabella Pereira','32059736','59229035491','F','1965-6-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (804,'Isabella Alves','89904332','17449431606','F','1981-4-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (805,'Isabella Ferreira','29485443','14059190999','F','1981-10-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (806,'Isabella de Oliveira','35297753','1906321016','F','1966-9-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (807,'Isabella Silva','99027770','75918678312','F','1964-9-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (808,'Isabella Rodrigues','39306877','72276672177','F','1980-3-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (809,'Isabella de Souza','18341952','67831456685','F','2004-6-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (810,'Isabella Gomes','98344393','22209269771','F','1960-4-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (811,'Isabella Santos','38542499','60964989343','F','1999-6-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (812,'Isabella Oliveira','25350057','68382608861','F','1963-11-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (813,'Isabella Ribeiro','69575080','66538306728','F','1961-7-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (814,'Isabella Martins','9209164','42167300889','F','2002-10-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (815,'Isabella Gonçalves','6986070','25873841057','F','1964-1-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (816,'Isabella Soares','62244087','72269118262','F','1976-11-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (817,'Isabella Barbosa','46299898','45635808554','F','1990-9-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (818,'Isabella Lopes','19060030','79546779291','F','2000-9-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (819,'Isabella Vieira','84216158','45733290784','F','1966-9-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (820,'Isabella Souza','87829764','78664109212','F','1989-7-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (821,'Isabella Fernandes','69871499','31425801214','F','1976-12-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (822,'Isabella Lima','69846113','36073872355','F','1980-4-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (823,'Isabella Costa','12755179','37795098381','F','1978-4-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (824,'Isabella Batista','47409920','56402116759','F','1976-6-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (825,'Isabella Dias','52097773','91912914031','F','1976-3-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (826,'Isabella Moreira','24984529','72943994583','F','1983-10-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (827,'Isabella de Lima','84237130','36797533193','F','2004-10-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (828,'Isabella de Sousa','17396041','59491628034','F','2004-9-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (829,'Isabella Nunes','45163717','17045097806','F','1989-5-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (830,'Isabella da Costa','86049091','86426759570','F','1985-7-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (831,'Isabella de Almeida','28772826','65750486223','F','1989-12-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (832,'Isabella Mendes','48054651','33164740203','F','1972-5-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (833,'Isabella Carvalho','37008373','23413765240','F','1998-4-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (834,'Isabella Araujo','76805736','7657641915','F','1963-10-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (835,'Isabella Cardoso','62637969','53119943977','F','1963-8-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (836,'Isabella Teixeira','31780754','7812398650','F','1995-7-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (837,'Isabella Marques','4039287','29320560488','F','1978-2-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (838,'Isabella do Nascimento','86702742','63269004091','F','1976-10-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (839,'Isabella Almeida','64278563','31355342710','F','1980-9-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (840,'Isabella Ramos','49116660','59818912917','F','1964-4-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (841,'Isabella Machado','26149275','12573584937','F','1971-6-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (842,'Isabella Rocha','26799488','64845982219','F','2004-11-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (843,'Isabella Nascimento','46220388','45452454536','F','1967-12-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (844,'Isabella de Araujo','29765633','3569471428','F','1964-2-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (845,'Isabella da Conceiçao','55410807','36430486054','F','1994-6-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (846,'Isabella Bezerra','43669305','88263715064','F','1985-10-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (847,'Isabella Sousa','14944205','4990393680','F','1974-8-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (848,'Isabella Borges','94454067','49122214789','F','1966-7-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (849,'Isabella Santana','12870536','34862060231','F','1980-9-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (850,'Isabella de Carvalho','24530707','18863587888','F','1962-8-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (851,'Isabella Aparecido','55776207','27093317772','F','1984-4-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (852,'Isabella Pinto','59346035','77437672166','F','1993-1-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (853,'Isabella Pinheiro','1048346','9574930408','F','1990-10-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (854,'Isabella Monteiro','52756061','36482132038','F','1993-1-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (855,'Isabella Andrade','49341897','36581132737','F','1975-12-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (856,'Isabella Leite','2409635','59675009978','F','1988-1-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (857,'Isabella Correa','61321053','81788995212','F','2000-4-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (858,'Isabella Nogueira','41568580','81634253533','F','1972-11-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (859,'Isabella Garcia','55603483','81134760777','F','1968-9-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (860,'Isabella de Freitas','91070945','14975386252','F','2004-7-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (861,'Isabella Henrique','46365280','88015475783','F','1986-8-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (862,'Isabella Tavares','42192694','78147405952','F','1967-6-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (863,'Isabella Coelho','2950161','46031136872','F','1981-7-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (864,'Isabella Pires','35615181','80475635974','F','1994-6-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (865,'Isabella de Paula','420304','92845717931','F','1985-7-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (866,'Isabella Correia','59431159','68621306168','F','1976-5-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (867,'Isabella Miranda','39814830','37393333265','F','1960-5-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (868,'Isabella de Jesus','84569497','29471900975','F','1976-8-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (869,'Isabella Duarte','75575124','49376847741','F','1979-7-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (870,'Isabella Freitas','75083286','12435438315','F','1996-4-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (871,'Isabella Barros','73149768','87045413786','F','1995-2-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (872,'Isabella de Andrade','21916302','24929746638','F','1967-8-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (873,'Isabella Campos','34215448','91827667161','F','1996-11-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (874,'Isabella Sántos','97612879','64401361628','F','1962-3-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (875,'Isabella de Melo','4398103','14877313765','F','1969-6-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (876,'Isabella da Cruz','68978658','73828149579','F','1975-1-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (877,'Isabella Reis','50977562','72268827425','F','1993-7-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (878,'Isabella Guimaraes','65616265','75462868005','F','1995-3-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (879,'Isabella Moraes','57229390','66040383036','F','1987-5-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (880,'Isabella do Carmo','11506985','52124441315','F','1966-10-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (881,'Isabella dos Reis','65997549','88828428567','F','1999-11-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (882,'Isabella Viana','22018779','23895240848','F','1981-4-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (883,'Isabella de Castro','89837312','98760919499','F','1967-3-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (884,'Isabella Silveira','55603054','65552733622','F','1997-8-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (885,'Isabella Moura','39312018','59492854912','F','1989-3-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (886,'Isabella Brito','97930589','2668608513','F','1984-10-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (887,'Isabella Neves','18808011','59423530938','F','1982-2-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (888,'Isabella Carneiro','68622530','28282159699','F','1978-9-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (889,'Isabella Melo','132177','87807490957','F','1997-1-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (890,'Isabella Medeiros','2032689','75443625601','F','1984-2-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (891,'Isabella Cordeiro','84647996','41341492091','F','1966-5-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (892,'Isabella Conceição','83063466','67891508279','F','1978-6-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (893,'Isabella Farias','62155947','21595998086','F','1978-8-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (894,'Isabella Dantas','3237194','14429739894','F','1973-3-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (895,'Isabella Cavalcante','67933713','2420747390','F','1966-1-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (896,'Isabella da Rocha','97608744','56025334129','F','1983-12-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (897,'Isabella de Assis','39384905','11660694061','F','1975-12-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (898,'Isabella Braga','88396378','73925258001','F','1976-3-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (899,'Isabella Cruz','53343133','50617501313','F','1966-4-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (900,'Isabella Siqueira','82556459','38524969858','F','1960-6-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (901,'Bernardo da Silva','50307461','74178787165','M','1997-11-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (902,'Bernardo dos Santos','7046735','43909000348','M','1964-4-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (903,'Bernardo Pereira','11703234','23732582871','M','1968-1-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (904,'Bernardo Alves','93569779','13593773946','M','1998-4-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (905,'Bernardo Ferreira','94170180','8138784086','M','1966-3-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (906,'Bernardo de Oliveira','71995767','57413726614','M','1973-7-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (907,'Bernardo Silva','4168723','31385696762','M','1979-9-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (908,'Bernardo Rodrigues','38358642','21225292258','M','1991-6-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (909,'Bernardo de Souza','85903558','24817616106','M','1969-7-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (910,'Bernardo Gomes','27678331','48011685293','M','1989-2-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (911,'Bernardo Santos','56013781','93989917817','M','1998-12-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (912,'Bernardo Oliveira','26420292','86419580747','M','1977-5-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (913,'Bernardo Ribeiro','77293341','93296847395','M','1963-8-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (914,'Bernardo Martins','51883438','58034512391','M','1990-3-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (915,'Bernardo Gonçalves','50873653','96223798841','M','2002-2-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (916,'Bernardo Soares','74162502','5594516888','M','1960-10-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (917,'Bernardo Barbosa','25975787','53820519827','M','1967-12-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (918,'Bernardo Lopes','33908020','14294548084','M','1987-6-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (919,'Bernardo Vieira','43478683','82788987942','M','2003-9-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (920,'Bernardo Souza','71545529','84491375923','M','1983-6-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (921,'Bernardo Fernandes','33636325','51962422636','M','1979-7-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (922,'Bernardo Lima','60979434','68380972820','M','1966-1-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (923,'Bernardo Costa','39240494','12042287199','M','1997-7-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (924,'Bernardo Batista','93597457','77423266678','M','2000-1-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (925,'Bernardo Dias','81919457','44721091698','M','1990-1-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (926,'Bernardo Moreira','48960640','75934013731','M','1986-11-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (927,'Bernardo de Lima','58949755','20772529284','M','1968-11-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (928,'Bernardo de Sousa','66026161','30388523068','M','2003-6-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (929,'Bernardo Nunes','31491813','50115896365','M','1976-7-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (930,'Bernardo da Costa','85083156','65921305655','M','1985-12-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (931,'Bernardo de Almeida','71958772','50574746624','M','1982-3-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (932,'Bernardo Mendes','47444637','34437468998','M','1967-4-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (933,'Bernardo Carvalho','41862762','90494297183','M','1963-8-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (934,'Bernardo Araujo','30457352','10364230268','M','1969-4-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (935,'Bernardo Cardoso','47532357','29383937138','M','1997-11-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (936,'Bernardo Teixeira','28572905','49714643557','M','1990-9-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (937,'Bernardo Marques','52091788','68802155843','M','1985-6-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (938,'Bernardo do Nascimento','10924631','36950862378','M','1986-4-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (939,'Bernardo Almeida','28863326','45396440278','M','1994-12-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (940,'Bernardo Ramos','42184736','16969818278','M','1986-12-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (941,'Bernardo Machado','63276464','88657142837','M','2003-1-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (942,'Bernardo Rocha','16908188','94598076291','M','2002-3-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (943,'Bernardo Nascimento','66782704','44116905161','M','1963-6-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (944,'Bernardo de Araujo','10113248','66222541525','M','1978-10-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (945,'Bernardo da Conceiçao','4607072','49598589598','M','1964-5-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (946,'Bernardo Bezerra','19767095','24729320190','M','1973-4-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (947,'Bernardo Sousa','27075063','40499167836','M','1989-3-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (948,'Bernardo Borges','57392259','72940426983','M','2000-12-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (949,'Bernardo Santana','29678565','64202321792','M','1967-4-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (950,'Bernardo de Carvalho','77984633','14510853865','M','1969-5-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (951,'Bernardo Aparecido','87927698','65484114601','M','1991-11-19');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (952,'Bernardo Pinto','2348963','15578153221','M','1969-10-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (953,'Bernardo Pinheiro','70769764','9497387954','M','1977-2-10');
